Code,Name,결산월,상장일,시가총액,유통시가총액,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)","P/FCF1(Adj., FY End)",EV/EBITDA,EV/EBIT,"DPS(보통주, 현금+주식, 연간)",year,수정주가,ROA,비유동부채,자산총계
A068060,KCW,12,20030128,10608000000.0,6125059200.0,4.32,0.29,0.12,19.05,2.96,6.78,50.0,2009,1935,0.65,4051147.0,53904728.0
A068150,케이엔씨글로벌,12,20030721,15482784125.0,12036316379.0,-1.12,0.58,1.33,-1.94,-16.15,-6.99,0.0,2009,1103,-33.29,5786077.0,14609826.0
A068270,셀트리온,12,20180209,1789863929000.0,1096649629298.0,29.53,4.79,5.14,-31.35,35.91,53.72,0.0,2009,13829,5.04,6241771.0,50152051.0
A068290,삼성출판사,12,20020805,24450000000.0,8107620000.0,5.54,0.51,0.46,6.66,4.95,6.1,100.0,2009,3345,3.2,3317835.0,73630181.0
A068330,일신바이오,12,20071226,18748220750.0,10530875595.0,6.94,0.73,1.01,-24.36,2.38,2.9,30.0,2009,419,14.33,326105.0,17193890.0
A068630,에피밸리,12,20051027,77245040570.0,62506686829.0,-0.05,0.16,0.02,0.22,-4.97,-3.14,0.0,2009,1050,-8.14,25885460.0,147485551.0
A068760,셀트리온제약,12,20060203,57686476000.0,39047975604.0,-8.75,0.88,2.38,-1.36,-4.86,-4.66,0.0,2009,9391,-9.48,61430.0,50536257.0
A068770,선우중공업,12,20050520,12627810000.0,8898817707.0,-0.03,0.01,0.01,-0.02,-5.2,-4.68,0.0,2009,335,-3.77,6678276.0,56516597.0
A068790,DMS,12,20041001,160093755150.0,102171834537.0,5.99,0.96,0.43,-3.92,5.09,5.62,0.0,2009,7730,3.81,43319285.0,214380053.0
A068870,LG생명과학,12,20020816,996277099000.0,688128592279.0,44.13,2.41,2.37,-37.22,15.28,31.6,0.0,2009,62000,4.64,10882701.0,409948589.0
A068930,디지털대성,12,20031017,19153022480.0,10308156699.0,-14.69,0.56,0.41,-5.49,9.9,-3.91,0.0,2009,2345,-2.68,73178.0,27801195.0
A069080,웹젠,12,20030523,192663900000.0,109567959930.0,-3.91,0.43,1.96,-2.73,0.08,0.07,0.0,2009,11200,-5.9,7571945.0,158156948.0
A069110,코스온,12,20031014,9835210000.0,7344934828.0,-1.31,0.59,1.14,-1.93,-0.75,-0.61,0.0,2009,1020,-27.69,598517.0,15855748.0
A069260,휴켐스,12,20021007,500336902000.0,292496952909.0,11.6,2.24,1.12,28.92,5.69,7.29,1500.0,2009,18336,11.97,4610636.0,251045334.0
A069330,유아이디,12,20030818,15746400000.0,6895348560.0,3.54,0.52,0.74,2.92,2.56,4.2,0.0,2009,3500,-7.94,4656992.0,30198500.0
A069410,엔텔스,12,20070620,10180500000.0,6410660850.0,-2.1,0.38,0.36,-10.31,0.28,0.25,0.0,2009,2882,3.27,487877.0,30843063.0
A069460,대호에이엘,12,20021111,24014332515.0,13724191032.0,-0.92,0.85,0.1,-1.01,-7.94,-6.5,0.0,2009,846,3.13,30192735.0,84598701.0
A069470,제로원인터랙티브,12,20021111,13189524300.0,11308698135.0,-0.97,0.65,0.62,-14.61,-1.19,-1.04,0.0,2009,600,-13.94,436473.0,16454451.0
A069510,에스텍,12,20031114,32402700000.0,11188652310.0,5.93,0.6,0.23,15.33,3.57,4.45,280.0,2009,5290,10.94,2252352.0,58167276.0
A069540,라이트론,12,20040213,11526904400.0,9876251690.0,6.0,0.44,0.28,5.63,3.18,5.7,0.0,2009,2440,-7.71,4017280.0,25646445.0
A069620,대웅제약,12,20021101,588828702000.0,226425411014.0,16.7,1.84,1.0,-18.87,10.7,13.44,800.0,2009,45213,16.65,37688364.0,386873245.0
A069730,DSR제강,12,20030128,48816000000.0,19711900800.0,1.69,0.57,0.21,2.81,1.3,1.54,25.0,2009,4640,8.51,3357350.0,61103121.0
A069920,아이에스이커머스,12,20071205,18805965570.0,8050833861.0,-3.36,0.81,1.21,-8.15,-2.41,-2.19,0.0,2009,1415,9.09,409375.0,34321905.0
A069960,현대백화점,12,20021125,1789526093600.0,1113085230219.0,6.47,0.96,1.79,121.15,5.7,6.28,600.0,2009,112500,9.0,173471575.0,2144667513.0
A070480,에버테크노,12,20070522,34425529000.0,14916581716.0,0.52,0.11,0.03,0.92,1.72,2.0,0.0,2009,3015,-3.0,7420666.0,59149846.0
A070590,한솔인티큐브,12,20040108,15414157920.0,9045027867.0,9.46,0.67,0.27,2064.25,1.34,12.71,30.0,2009,1115,6.92,3206558.0,33975527.0
A071090,하이스틸,12,20030217,22439076000.0,8984606030.0,7.85,0.29,0.15,-0.39,11.75,14.41,0.0,2009,12432,1.78,1086048.0,81656626.0
A071280,로체시스템즈,12,20031114,18320000000.0,8036984000.0,4.92,0.4,0.22,-3.67,2.36,3.03,0.0,2009,2383,6.3,4911219.0,42684205.0
A071360,나노하이텍,12,20031024,7566599040.0,6786482679.0,-0.19,0.68,0.2,-0.24,-0.56,-0.54,,2009,10,,,
A071530,유에이블,12,20040217,41275050750.0,29718036540.0,-0.71,0.37,2.26,16.65,-3.27,-1.97,0.0,2009,5712,-50.79,81199.0,14064170.0
A071660,SSCP,12,20051018,250986500000.0,178551796100.0,78.27,0.67,0.83,-5.92,13.82,26.15,0.0,2009,8070,5.38,32857468.0,392488868.0
A071930,에이스하이텍,12,20040116,13483003650.0,53234166632.0,-0.06,0.09,0.11,0.14,3.29,-1.77,0.0,2009,5629,-6.16,1525524.0,28463753.0
A071950,코아스,12,20050804,11641740700.0,6549643318.0,-1.37,0.25,0.13,-1.57,-6.15,-5.22,0.0,2009,1163,1.15,7238947.0,85138759.0
A072020,중앙백신,12,20031031,51752400000.0,28732932480.0,9.93,1.62,3.21,31.7,6.59,8.11,50.0,2009,9961,16.07,236313.0,25828700.0
A072130,유엔젤,12,20030701,90146041100.0,53699996683.0,7.95,0.93,1.37,7.43,2.24,2.82,200.0,2009,6830,14.18,2083300.0,81578343.0
A072470,우리산업홀딩스,12,20031028,16293420000.0,7734486474.0,-1.62,0.38,0.1,4.32,-142.79,-8.47,30.0,2009,1677,2.09,7357696.0,85252638.0
A072520,태양씨앤엘,12,20041029,25162500000.0,7478295000.0,11.74,0.37,0.37,-4.41,1.31,3.08,0.0,2009,2773,12.51,1336875.0,67851513.0
A072530,나이스메탈,12,20031205,8770198500.0,8349228972.0,-0.2,2.3,0.9,-1.16,-0.54,-0.51,0.0,2009,898,-15.17,146415.0,30732605.0
A072710,농심홀딩스,12,20030730,264352206000.0,89483221731.0,5.79,0.61,6.39,6.33,8.42,8.42,2000.0,2009,71200,9.27,15688817.0,481983066.0
A072770,네오디안테크놀로지,12,20070725,8892130000.0,6734899262.0,-2.18,0.46,1.52,13.53,0.01,0.01,0.0,2009,3216,2.3,1415889.0,22009808.0
A072870,메가스터디,12,20041221,1365145605100.0,854581148793.0,21.13,6.42,5.38,39.48,14.99,16.08,2300.0,2009,40327,26.46,2842635.0,205970533.0
A073010,케이에스피,12,20041217,47261380000.0,41660906470.0,-0.81,4.49,0.44,4.38,-2.27,-2.14,0.0,2009,7416,-1.0,14028578.0,65402633.0
A073070,넥센테크,12,20040128,15660000000.0,4165560000.0,6.72,0.5,0.16,9.04,4.19,5.04,35.0,2009,659,6.35,2301254.0,43478111.0
A073110,엘엠에스,12,20071012,53386308000.0,31775530522.0,11.89,0.98,0.6,5.12,5.58,7.99,50.0,2009,8900,7.77,11476548.0,74411911.0
A073130,인스프리트,12,20050119,43247513610.0,30264610024.0,21.71,1.78,0.49,-58.31,9.56,16.38,0.0,2009,5050,-23.43,19438400.0,49351904.0
A073190,디비케이,12,20040206,31775146200.0,13037342486.0,6.14,0.48,0.63,23.17,-1.36,-1.69,200.0,2009,2360,11.65,385603.0,47242439.0
A073240,금호타이어,12,20050217,469000000000.0,245896700000.0,-0.69,0.15,0.06,5.94,-45.83,-8.75,0.0,2009,10764,-0.99,881852261.0,2484190210.0
A073490,이노와이어리스,12,20050204,42218800000.0,28864993560.0,22.82,0.84,1.5,7.0,23.53,101.01,0.0,2009,6400,18.71,7385712.0,55874738.0
A073540,에프알텍,12,20070518,15276000000.0,7769373600.0,6.68,0.42,0.44,12.23,-2.35,-5.16,0.0,2009,1337,-0.86,1009106.0,22191089.0
A073570,에이티테크놀러지,12,20040106,38751619000.0,28013545375.0,-2.62,0.53,0.41,16.36,-12.15,-5.24,0.0,2009,16067,2.25,13036963.0,113396517.0
A073640,삼원테크,12,20040106,54630000000.0,22278114000.0,-5.52,0.6,0.77,6.17,-39.2,-14.61,0.0,2009,1872,-0.44,3169391.0,89462893.0
A073930,제너시스템즈,3,20080326,39053778500.0,31071186175.0,5.66,1.1,0.99,-4.71,4.72,6.8,0.0,2009,2990,17.88,2475374.0,33224918.0
A074130,디아이디,12,20050727,27303500000.0,10555533100.0,26.78,0.36,0.09,-3.07,6.54,10.75,50.0,2009,1625,-9.92,2145694.0,50858809.0
A074140,엑스로드,12,20060801,5314164975.0,4658928434.0,-0.11,-0.5,0.08,-1.56,-1.61,-1.3,0.0,2009,495,-5.53,2882649.0,71407518.0
A074150,엠제이비,12,20050708,30083480450.0,18050088270.0,-3.64,1.25,2.24,-15.89,-1.85,-1.63,0.0,2009,1407,-20.98,4249109.0,28280973.0
A074430,아미노로직스,12,20040604,40439523630.0,30054653962.0,-2.39,0.48,1.66,4.5,-1.04,-0.94,0.0,2009,2669,2.77,728561.0,69579426.0
A074600,원익QnC,12,20031212,34203600000.0,18281824200.0,7.5,0.4,0.55,5.06,5.0,6.37,0.0,2009,1433,12.64,1374264.0,76947971.0
A074610,나노메딕스,12,20031223,14280868810.0,10079437206.0,-1.3,1.36,0.6,-3.74,-2.83,-2.63,0.0,2009,2086,-44.76,835859.0,27810420.0
A075130,플랜티넷,12,20050610,41395200000.0,22071920640.0,7.22,0.48,2.01,6.7,1.64,2.81,250.0,2009,4005,6.14,41122.0,56942034.0
A075180,새론오토모티브,12,20051021,84000000000.0,12398400000.0,3.48,0.53,0.75,7.12,2.4,3.65,180.0,2009,3940,16.42,3130462.0,113747253.0
A075970,동국알앤에스,12,20040213,55936000000.0,22469491200.0,4.36,0.56,0.17,-0.57,7.3,8.56,80.0,2009,2030,3.96,19497977.0,97778619.0
A076080,웰크론한텍,12,20080718,58440000000.0,34578948000.0,4.38,0.74,0.79,-11.44,2.39,2.62,90.0,2009,3289,16.2,2995255.0,29173477.0
A076090,테이크시스템,12,20050726,4625608430.0,3874409621.0,-0.08,0.37,0.13,-0.21,-0.72,-0.71,0.0,2009,465,-21.71,25299068.0,59928073.0
A076170,GBS,12,20040116,566015050.0,510545575.0,-0.07,-0.18,1.91,9.05,-0.54,-0.53,,2009,5,,,
A077280,한컴지엠디,12,20040602,33158375000.0,18724534363.0,10.79,0.32,0.35,-1.8,-6.76,2.28,0.0,2009,2450,8.24,3292811.0,65525774.0
A077360,덕산하이메탈,12,20051014,70086985200.0,25469610422.0,-13.71,0.74,1.32,-10.0,-41.88,-19.45,0.0,2009,12289,18.08,382566.0,53725335.0
A077500,유니퀘스트,12,20040805,46703221895.0,19918924138.0,3.28,0.49,0.23,-11.37,1.01,1.04,0.0,2009,1919,11.48,1973506.0,100665317.0
A077960,케이이엔지,12,20041029,7252344330.0,6538713648.0,-0.39,1.46,0.54,-1.54,-1.6,-1.55,,2009,20,,,
A077970,STX엔진,12,20040510,916224814350.0,618360127205.0,4.73,0.83,0.31,-162.18,2.96,3.37,250.0,2009,153309,9.77,160397078.0,1037688565.0
A078000,텔코웨어,12,20040720,72479213820.0,33956511675.0,7.47,0.52,0.92,4.71,0.18,0.29,300.0,2009,7860,6.24,1949488.0,113860338.0
A078070,유비쿼스홀딩스,12,20090123,83554800000.0,47149973640.0,,0.0,,,,,30.0,2009,5526,32.25,,68688930.0
A078130,국일제지,12,20041022,15000000000.0,5608500000.0,-3.16,0.62,0.28,-2.6,-6.3,-5.29,0.0,2009,213,-23.02,3052817.0,61296247.0
A078140,대봉엘에스,12,20051223,16985000000.0,5285732000.0,4.4,0.55,0.37,16.75,2.39,2.68,50.0,2009,2200,9.52,210115.0,18403999.0
A078150,HB테크놀러지,12,20041208,15695060500.0,7549324101.0,-0.33,0.53,0.19,1.98,-1.54,-1.5,0.0,2009,1305,-6.62,11438506.0,78751815.0
A078160,메디포스트,12,20050729,133975000000.0,111828932500.0,266.9,1.38,5.33,-6.26,-124.27,-40.87,0.0,2009,8092,3.69,8646362.0,59040693.0
A078340,컴투스,12,20070706,125579987700.0,81702339998.0,7.42,1.09,1.95,6.12,3.35,3.73,0.0,2009,12096,18.18,,47368789.0
A078350,한양디지텍,12,20040514,67000000000.0,27764800000.0,-5.84,1.28,0.55,-94.08,-9.98,-6.63,0.0,2009,4710,5.79,792115.0,47449370.0
A078520,에이블씨엔씨,12,20110907,81635400000.0,58719219398.0,2.72,0.49,0.21,3.63,0.71,0.96,60.0,2009,8300,-3.39,3525679.0,51583741.0
A078590,두올산업,12,20051027,24166809000.0,13813748024.0,-4.95,0.99,0.47,-2.4,-8.7,-6.0,0.0,2009,1060,-1.89,1589419.0,18727290.0
A078600,대주전자재료,12,20041210,24625309300.0,11921112232.0,-3.07,0.56,0.34,0.48,9.44,22.74,0.0,2009,6460,0.29,9137749.0,66026935.0
A078670,아구스,12,20070727,25289398600.0,13570291289.0,-2.48,0.42,0.4,-1.04,-1.01,-0.81,0.0,2009,2100,10.86,592492.0,44401360.0
A078700,신지소프트,12,20041029,7790496630.0,6819800750.0,-0.56,-6.66,3.88,-1.2,-1.3,-1.25,0.0,2009,500,-284.22,66343.0,11943882.0
A078780,아이디에스,12,20051129,33020410000.0,17352225455.0,-2.54,0.22,0.16,-1.77,-7.35,-2.71,0.0,2009,36883,-10.6,6763363.0,106835008.0
A078860,아이오케이,12,20060627,12757596800.0,10125704580.0,58.12,0.51,0.52,-1.78,3.06,-78.04,0.0,2009,24706,13.67,905664.0,19772056.0
A078890,가온미디어,12,20050712,67793352000.0,51285670788.0,-3.32,0.57,0.19,6.05,-6.33,-4.42,0.0,2009,6377,9.89,770099.0,87833833.0
A078930,GS,12,20040805,2926834407000.0,1538636847760.0,22.71,0.72,18.3,10.44,26.89,28.9,1000.0,2009,33800,10.9,555727473.0,3558721952.0
A078940,일경산업개발,12,20040827,28174147890.0,23939573462.0,-3.48,0.53,0.46,-6.33,-24.74,-17.56,0.0,2009,4149,-13.85,3173495.0,51112698.0
A079000,와토스코리아,12,20051115,31465000000.0,12318547500.0,4.12,0.6,1.13,4.69,-0.37,-0.4,260.0,2009,4294,11.59,899236.0,33592525.0
A079160,CJ CGV,12,20041224,369012939200.0,218455660006.0,15.63,1.61,0.87,8.48,6.23,9.77,250.0,2009,19955,2.97,113258725.0,438709766.0
A079170,한창산업,12,20050201,19526000000.0,6289324600.0,4.7,0.4,0.33,-13.21,3.84,4.22,200.0,2009,3950,7.22,1604226.0,43230747.0
A079190,EMW,12,20051129,27403483400.0,13762029363.0,4.98,0.37,0.39,8.94,0.46,1.02,250.0,2009,3484,5.76,1438849.0,37214791.0
A079340,하이럭스,12,20050719,4711718440.0,3714247646.0,-0.06,0.04,0.04,-0.15,-2.89,-2.63,0.0,2009,15,-36.66,10053400.0,29925588.0
A079370,제우스,12,20060201,32096000000.0,7885987200.0,-4.63,0.33,0.26,-3.7,-0.52,-0.44,0.0,2009,3364,1.75,499365.0,103237016.0
A079430,현대리바트,12,20051122,108748395000.0,73785786008.0,5.02,0.74,0.26,-9.82,2.79,3.24,250.0,2009,7900,7.95,5910455.0,209550783.0
A079560,모젬,12,20051227,5172930000.0,2767517550.0,-0.18,0.37,0.1,0.45,-2.0,-1.7,0.0,2009,750,-28.4,33456890.0,108800569.0
A079650,서산,12,20050121,10980000000.0,3840804000.0,4.61,0.39,0.26,3.56,2.71,3.15,0.0,2009,630,6.58,201109.0,30009277.0
A079660,사조해표,12,20040921,40024400000.0,18771443600.0,-2.29,0.59,0.07,-15.99,-37.53,-21.75,0.0,2009,13000,3.38,12199806.0,168052485.0
A079810,디이엔티,12,20050126,14110000000.0,8686116000.0,2.16,0.37,0.17,-2.4,0.5,0.61,0.0,2009,1835,-13.44,2419200.0,27243090.0
A079940,가비아,12,20051019,20631808080.0,10204492276.0,8.36,1.01,0.78,6.46,4.77,7.58,30.0,2009,2130,14.69,5773821.0,24822026.0
A079950,인베니아,12,20050204,104864000000.0,75596457600.0,3.77,0.82,0.37,-3.86,3.52,4.11,0.0,2009,5680,-15.69,10582888.0,56137707.0
A079960,동양이엔피,12,20050201,52426200000.0,29133239340.0,4.57,0.41,0.14,-9.32,1.09,1.53,300.0,2009,9210,12.82,4666552.0,105950242.0
A080000,에스엔유,12,20050125,67479296500.0,48080065963.0,4.06,0.56,0.53,-13.07,2.51,3.52,0.0,2009,4969,-11.38,3983944.0,75680569.0
A080010,이상네트웍스,12,20050930,76500000000.0,48921750000.0,13.91,1.12,1.4,5.27,6.74,8.06,0.0,2009,7940,14.05,25000.0,32136670.0
A080140,디보스,12,20050527,4481477650.0,3816874515.0,-0.03,2.11,0.09,-0.05,-0.52,-0.5,0.0,2009,90,-6.97,11556092.0,85008174.0
A080160,모두투어,12,20050726,141960000000.0,100025016000.0,139.94,1.73,1.04,-8.13,-79.15,-37.86,50.0,2009,12416,13.52,3786050.0,97445938.0
A080220,제주반도체,12,20050201,15017973360.0,10281304562.0,-0.45,0.3,0.43,-0.55,-0.7,-0.64,0.0,2009,1520,-21.11,11591767.0,76152947.0
A080420,모다이노칩,12,20051206,119261944000.0,72570892924.0,23.17,1.22,1.73,64.98,6.14,19.28,150.0,2009,2925,5.86,9115971.0,67848823.0
A080440,에스제이케이,12,20050513,15125884950.0,10458036854.0,-8.69,0.87,0.81,17.69,-5.69,-3.98,0.0,2009,51894,-20.44,255230.0,15910324.0
A080470,성창오토텍,12,20061103,12455000000.0,5837658500.0,6.95,0.53,0.33,-8.86,1.76,2.78,70.0,2009,2139,10.12,659688.0,21425653.0
A080520,오디텍,12,20071008,72118626300.0,46963649447.0,4.48,0.66,0.63,14.96,2.32,3.12,80.0,2009,6469,16.14,2084961.0,30371751.0
A080570,IC코퍼레이션,12,20050119,8415826875.0,6967463070.0,-0.35,0.86,0.19,-0.64,-0.83,-0.8,,2009,40,,,
A081000,일진다이아,12,20041222,29773854000.0,9066138543.0,4.04,0.36,0.33,-1.57,3.58,5.79,0.0,2009,1922,13.3,51941345.0,174707737.0
A081090,씨모텍,12,20071114,78052000000.0,63503107200.0,-2.62,1.48,0.89,-3.71,-1.4,-1.23,0.0,2009,4847,39.12,709381.0,79836840.0
A081220,세미텍,12,20080523,14759814710.0,8324535496.0,-0.38,0.27,0.11,2.13,-6.9,-2.78,0.0,2009,2745,8.42,15881799.0,72512961.0
A081500,엑스씨이,12,20060721,11330626560.0,7534866662.0,-0.13,0.47,0.89,-1.88,-0.48,-0.48,,2009,15,,,
A081580,성우전자,12,20071012,70737000000.0,40617185400.0,3.41,0.86,0.46,-4.55,1.74,1.91,100.0,2009,3265,15.23,,35868902.0
A081970,넥스지,12,20070820,14803200000.0,4477968000.0,4.88,0.63,0.9,-34.09,0.24,0.31,0.0,2009,4350,21.88,79933.0,18868717.0
A082210,옵트론텍,12,20050624,77255670450.0,29248996832.0,-0.57,0.35,0.36,-1.92,-9.58,-4.14,0.0,2009,4120,-10.69,28823218.0,77253171.0
A082270,젬백스,12,20050624,154377497550.0,131514190163.0,23.79,0.71,1.03,-7.84,15.78,37.07,0.0,2009,4470,9.54,270877.0,24402928.0
A082390,피엘에이,12,20050726,38280578985.0,33947217444.0,-3.4,1.31,2.92,-13.53,-18.08,-10.93,0.0,2009,5593,-11.91,55355243.0,98300078.0
A082660,삼우엠스,12,20051005,20154420000.0,8035567254.0,1.07,0.33,0.08,0.81,2.72,3.54,150.0,2009,9442,-31.21,20123026.0,59933212.0
A082800,루미마이크로,12,20051118,30469791750.0,21106424745.0,-1.53,2.49,0.5,-4.41,-6.33,-3.81,0.0,2009,3492,-18.31,2389217.0,40681338.0
A082850,우리이티아이,12,20050729,302773463800.0,145967086898.0,3.61,0.56,0.33,2.56,1.98,4.47,75.0,2009,8420,6.49,92626742.0,257004292.0
A082930,실리콘화일,12,20080425,35932886320.0,20974025745.0,-4.16,0.81,0.35,-5.02,-5.22,-2.97,0.0,2009,5730,13.52,1891442.0,33429760.0
A083310,엘오티베큠,12,20051005,26061000000.0,17609417700.0,-16.16,0.61,0.58,-3.69,44.61,-12.18,0.0,2009,2700,9.5,3579126.0,47244328.0
A083420,KPX그린케미칼,12,20051020,33400000000.0,9382060000.0,29.0,0.69,0.22,16.45,3.04,29.1,1500.0,2009,2025,8.04,15045120.0,83884047.0
A083450,GST,12,20060201,14062400000.0,8102754880.0,-54.21,0.42,0.37,60.1,-136.85,-8.48,0.0,2009,1735,15.2,1046258.0,25462076.0
A083470,KJ프리텍,12,20080918,26199500000.0,16613102950.0,8.68,0.41,0.1,-2.27,3.65,8.45,0.0,2009,4305,9.99,6503929.0,38723292.0
A083550,케이엠,12,20051220,15762000000.0,9309037200.0,3.91,0.2,0.2,-2.11,2.71,4.61,100.0,2009,2843,-4.96,3632741.0,45841610.0
A083640,인콘,12,20051227,22950000000.0,11920230000.0,93.64,0.96,0.61,-1.14,39.74,-75.82,150.0,2009,391,13.98,946287.0,23667821.0
A083650,비에이치아이,12,20051202,291030000000.0,148512609000.0,-9.02,1.21,0.42,-1.47,-2877.45,-30.7,180.0,2009,13108,2.96,41053814.0,115828587.0
A083660,CSA 코스믹,12,20060725,30793630000.0,19323002825.0,588.5,0.85,0.65,-3.36,30.6,111.76,0.0,2009,2863,5.73,1494045.0,43224396.0
A083790,크리스탈,12,20060106,163467725100.0,135024340933.0,-13.16,2.42,17.56,-9.3,-11.61,-10.87,0.0,2009,5515,-8.69,1806874.0,39044597.0
A083930,아바코,12,20051011,54871413440.0,32352185364.0,3.35,0.62,0.26,-11.53,2.35,2.55,110.0,2009,5465,0.47,908791.0,32958052.0
A084010,대한제강,12,20051031,329612341250.0,114210676243.0,3.27,0.94,0.29,414.34,2.09,2.33,300.0,2009,13150,5.71,27913383.0,381779664.0
A084110,휴온스글로벌,12,20061219,79534000000.0,43377843600.0,5.88,0.99,0.97,-3.25,4.99,5.49,56.0,2009,5549,14.82,14783611.0,87504716.0
A084180,수성,12,20051216,16400000000.0,7024120000.0,3.89,0.42,0.38,-18.83,2.92,3.38,70.0,2009,1723,6.46,3392315.0,35934713.0
A084370,유진테크,12,20060117,25065896875.0,12791678602.0,-13.34,0.65,1.72,-1.37,-17.14,-10.66,75.0,2009,4740,21.58,532160.0,29958862.0
A084450,세실,9,20071120,191879922000.0,100065379323.0,14.05,1.56,5.16,-10.02,9.1,10.62,0.0,2009,10400,13.92,3290761.0,49826737.0
A084670,동양고속,12,20050725,61261200000.0,28174025880.0,7.88,0.94,0.68,6.35,3.49,6.39,1500.0,2009,20720,8.15,5441498.0,97274478.0
A084680,이월드,12,20050726,19068129300.0,11702110951.0,-0.1,0.33,0.3,-4.48,-0.83,-0.81,0.0,2009,1130,0.34,1604832.0,147357035.0
A084690,대상홀딩스,12,20050817,106115809725.0,34572530808.0,6.0,0.26,13.78,-52.16,-1.77,-1.79,100.0,2009,3375,7.04,5069.0,326592872.0
A084730,팅크웨어,12,20060519,108005700000.0,70117300440.0,6.76,0.9,0.34,40.24,3.94,5.51,230.0,2009,12850,20.26,551317.0,106920742.0
A084810,아이알디,12,20060627,14133895370.0,13292928595.0,-0.03,0.03,0.04,-0.03,-0.82,-0.81,0.0,2009,55,-25.84,3112132.0,34220902.0
A084870,TBH글로벌,12,20051219,69244639080.0,21708194352.0,-3.36,0.21,0.17,-0.84,-63.87,-10.2,0.0,2009,7170,7.13,13607229.0,237179361.0
A084990,바이로메드,12,20051229,136947702900.0,118295425765.0,-9.6,1.33,7.74,-5.93,-6.49,-5.86,0.0,2009,5830,-3.08,1599017.0,52539803.0
A085310,엔케이,12,20080124,274029697500.0,120490857991.0,10.42,0.95,0.56,-3.98,7.97,9.42,100.0,2009,5734,11.81,10338853.0,154081367.0
A085370,루트로닉,12,20060704,43526250000.0,30598953750.0,5.54,0.74,0.77,-4.33,2.73,4.0,50.0,2009,2384,21.29,1506847.0,30254836.0
A085660,차바이오텍,12,20051227,987876670800.0,537503696582.0,14.15,1.3,0.89,-2.58,6.4,15.16,0.0,2009,7808,-5.33,7568398.0,70898586.0
A085670,뉴프렉스,12,20060117,17178379100.0,10145550696.0,-3.33,0.26,0.16,1.36,-567.44,-5.79,0.0,2009,2053,3.22,11651499.0,50487249.0
A085680,모빌탑,12,20060125,13519905750.0,11982692466.0,-0.53,0.4,1.45,-1.41,-0.92,-0.88,,2009,5,-225.14,5342394.0,7265517.0
A085910,네오티스,12,20071001,40334263200.0,24507098320.0,7.41,0.51,1.34,-21.95,2.15,3.97,120.0,2009,4245,15.82,3226023.0,57863549.0
A085990,단성일렉트론,12,20060523,34080005655.0,27373060542.0,-0.35,1.15,0.43,-2.72,-1.1,-1.02,0.0,2009,210,2.86,5811675.0,65626923.0
A086040,바이오톡스텍,12,20070921,22999904655.0,18197524563.0,-1.16,1.34,1.06,-1.49,-4.04,-3.32,0.0,2009,3704,0.63,6794995.0,27782024.0
A086060,진바이오텍,12,20060428,14037700000.0,8376295590.0,31.3,0.52,0.7,1269.04,5.46,24.0,50.0,2009,2750,13.55,166580.0,19186687.0
A086200,제이앤유글로벌,12,20060607,89555311600.0,60270724707.0,4.78,1.38,0.9,8.33,3.15,3.31,200.0,2009,6230,20.23,1332831.0,42921900.0
A086250,화신테크,12,20061110,9215000000.0,3294362500.0,-3.21,0.24,0.32,-2.29,-2.34,-2.0,50.0,2009,1530,0.16,4109995.0,33153473.0
A086280,현대글로비스,12,20051226,2343750000000.0,509296875000.0,14.88,2.79,0.57,128.55,9.31,10.28,600.0,2009,113500,9.61,43788259.0,929514575.0
A086390,유니테스트,12,20061205,15494602920.0,11947888312.0,-0.86,0.72,1.08,-0.87,-3.98,-2.95,0.0,2009,1800,2.93,4109207.0,53537870.0
A086450,동국제약,12,20070529,115596000000.0,44793450000.0,9.8,1.14,0.95,-17.68,4.72,5.93,300.0,2009,2920,11.75,7026328.0,103475867.0
A086520,에코프로,12,20070720,65626747660.0,45558088226.0,25.39,0.85,0.87,-0.68,12.47,39.12,0.0,2009,8436,7.75,7112501.0,55293432.0
A086670,비엠티,12,20071102,41880000000.0,13405788000.0,8.11,0.89,1.26,-3.27,5.53,7.63,25.0,2009,8180,13.61,2170629.0,31559242.0
A086830,신양오라컴,12,20061227,16146000000.0,8190865800.0,-7.42,0.16,0.07,-0.17,0.29,-1.05,0.0,2009,1368,6.23,4314120.0,79471007.0
A086890,이수앱지스,12,20090203,134291895000.0,51823242281.0,,0.0,,,,,0.0,2009,14839,-23.92,4940404.0,19195269.0
A086900,메디톡스,12,20090116,164070525000.0,123676361745.0,,0.0,,,,,0.0,2009,20299,10.01,3343044.0,17700797.0
